1;'AdherenceTable1';'AdherenceTable1';1;1;11
2;'AdherenceTable2';'AdherenceTable2';2;1;11
3;'IQEQA1';'IQEQA1';1;1;15
4;'IQEQA2';'IQEQA2';2;1;15
5;'Reporting1';'Reporting1';1;1;14
6;'Reporting2';'Reporting2';2;1;14
