1;0;24
2;0;33
3;0;42
7;1;31
8;1;32
9;1;33
10;1;34
11;1;35
12;1;36
13;1;37
14;1;40
15;1;41
16;1;42
17;1;43
18;1;44
19;1;45
20;1;46
35;1;48
36;1;49
37;1;50
38;1;51
39;1;52
40;1;53
41;1;54
42;1;55
43;1;56
44;1;57
45;1;58
46;1;59
47;1;60
48;1;61
49;1;62
50;1;63
51;1;64
52;1;201
53;1;202
54;1;203
55;1;204
56;1;205
57;1;206
58;1;207
59;1;208
60;1;209
61;1;210
62;1;211
63;1;212
64;1;213
65;1;214
66;1;215
67;1;217
68;1;218
69;1;219
70;1;220
71;1;221
72;1;222
73;1;223
74;1;224
75;1;225
76;1;226
77;1;228
78;1;229
79;1;230
80;1;231
81;1;232
82;1;233
83;1;234
84;1;235
85;1;236
86;1;237
87;1;238
88;1;239
89;1;240
90;1;241
91;1;242
92;1;244
93;1;245
94;1;246
95;1;247
96;1;248
97;1;249
98;1;250
99;1;251
100;1;252
101;1;253
102;1;254
103;1;255
104;1;256
105;1;257
106;1;258
107;1;259
108;1;260
109;1;261
110;1;262
111;1;263
112;1;264
113;1;265
114;1;266
115;1;267
116;1;268
117;1;269
118;1;270
119;1;271
120;1;272
121;1;273
122;1;274
123;1;276
124;1;277
125;1;278
126;1;279
127;1;280
128;1;281
129;1;282
130;1;283
131;1;284
132;1;285
133;1;286
134;1;287
135;1;288
136;1;289
137;1;290
138;1;291
139;1;292
140;1;293
141;1;295
142;1;296
143;1;297
144;1;298
145;1;299
146;1;300
147;1;301
148;1;302
149;1;303
150;1;304
151;1;305
152;1;306
153;1;307
154;1;308
155;1;309
156;1;310
157;1;311
158;1;312
159;1;313
160;1;314
161;1;315
162;1;316
163;1;317
164;1;318
165;1;319
166;1;320
167;1;321
168;1;322
169;1;323
170;1;325
171;1;326
172;1;327
173;1;328
174;1;329
175;1;330
176;1;331
177;1;332
178;1;333
179;1;334
180;1;335
181;1;336
182;1;337
183;1;338
184;1;339
185;1;340
186;1;341
187;1;342
188;1;343
189;1;344
190;1;345
191;1;346
192;1;347
193;1;348
194;1;349
195;1;350
196;1;351
197;1;352
198;1;353
199;1;498
200;1;499
201;1;500
202;1;501
203;1;502
204;1;503
205;1;504
206;1;505
207;1;506
208;1;507
209;1;508
210;1;509
211;1;510
212;1;511
213;1;512
214;1;513
215;1;514
216;1;515
217;1;516
218;1;517
219;1;518
220;1;519
221;1;520
222;1;521
223;1;522
224;1;523
225;1;524
226;1;525
227;1;526
228;1;527
229;1;528
