1;117;22;1
2;124;23;1
3;118;22;2
4;126;23;2
5;119;22;3
6;127;23;3
7;120;22;4
8;128;23;4
9;121;22;5
10;129;23;5
11;122;22;6
12;130;23;6
13;123;22;7
14;131;23;7
15;117;31;8
16;124;32;8
17;118;31;9
18;126;32;9
19;119;31;10
20;127;32;10
21;120;31;11
22;128;32;11
23;121;31;12
24;129;32;12
25;122;31;13
26;130;32;13
27;123;31;14
28;131;32;14
29;117;40;15
30;124;41;15
31;118;40;16
32;126;41;16
33;119;40;17
34;127;41;17
35;120;40;18
36;128;41;18
37;121;40;19
38;129;41;19
39;122;40;20
40;130;41;20
41;123;40;21
42;131;41;21
85;132;30;43
86;132;30;44
87;132;30;45
88;132;30;46
89;132;30;47
90;132;30;48
91;132;30;49
92;132;39;50
93;132;39;51
94;132;39;52
95;132;39;53
96;132;39;54
97;132;39;55
98;132;39;56
113;132;20;71
114;132;20;72
115;132;20;73
116;132;20;74
117;132;20;75
118;132;20;76
119;132;20;77
120;132;20;78
121;132;20;79
122;132;20;80
123;132;20;81
124;132;20;82
125;132;20;83
126;132;20;84
127;132;20;85
128;132;20;86
129;132;20;87
