112;'LSLbXbGgiGS';'Bunju (100577-6)';13;3
113;'iQWITQGuJMD';'Chuo Kikuu (108106-6)';13;3
114;'jFbI8KIUd85';'Emilio Mzena Memorial (101077-6)';13;3
115;'twsgA7WScsn';'Faraja (110628-5)';13;3
116;'YzqT8eKYCJx';'Goba (101229-3)';13;3
117;'lWcmnXgXBvi';'Hananasif (108644-6)';13;3
118;'sbsqHZL4OiB';'Holistic health care (110660-8)';13;3
119;'PRMLv1o1A1H';'J.S Babhra (102064-3)';13;3
120;'ADfTtVj4HTh';'JWTZ Changanyikeni (102113-8)';13;3
121;'nZytUo9gBHB';'JWTZ Ubungo (102117-9)';13;3
122;'gtTstGv9uT1';'Kambangwa (105906-2)';13;3
123;'SR62EbSP4kC';'Kawe (102508-9)';13;3
124;'h0Wp4h0sPug';'Kibamba (102572-5)';13;3
125;'Uqo8ba8Xo3O';'Kibwegele (102637-6)';13;3
126;'EXQ3zaqoHOe';'Kigogo (102710-1)';13;3
127;'DeMj3yhyaoS';'Kijitonyama (102761-4)';13;3
128;'pcvW31IU4ma';'Kiluvya (108442-5)';13;3
129;'gHh75ht1TNw';'Kimara (102900-8)';13;3
130;'iOqQhPawc6y';'Kisopwa (103133-5)';13;3
131;'dWXCpUbTUAS';'Kunduchi (103336-4)';13;3
132;'YPliAjVf5k6';'Kwembe (103407-3)';13;3
133;'f2XcTAVpxWO';'Kwembe Kati (103408-1)';13;3
134;'sKcr372xaDR';'Lugalo (103632-6)';13;3
135;'B6Av1GBsDbj';'Lugalo RCH (103633-4)';13;3
136;'KQEZVHABING';'Mabibo (103818-1)';13;3
137;'QuhWOCQmYPo';'Mabibo Hostel (103819-9)';13;3
138;'K1tJCTnpsGY';'Mabwepande (108643-8)';13;3
139;'GO11LC7r1zx';'Mabwepande (110496-7)';13;3
140;'d0gxHJHa08i';'Madale (103843-9)';13;3
141;'tGKphK1v4VR';'Magereza Boko (103954-4)';13;3
142;'QnC5rimfFkP';'Magomeni (108448-2)';13;3
143;'AcExVz3Uypk';'Makongo Juu (108450-8)';13;3
144;'cH2VNGdWYfp';'Makuburi (104137-5)';13;3
145;'SnoBxKYHPNn';'Mavurunza (104504-6)';13;3
146;'pic5r8dwaln';'Mbezi (104605-1)';13;3
147;'mt7hLCXd10H';'Mbezi (108687-5)';13;3
148;'li6YvjJY8ap';'Mbopo (104633-3)';13;3
149;'MsIZT5eoArp';'Mburahati (104658-0)';13;3
150;'SifqFuhhhjW';'Mbweni (104682-0)';13;3
151;'B8TntibxdF0';'Mbweni B (104683-8)';13;3
152;'npxV9uozdpv';'Mbweni JKT (110626-9)';13;3
153;'lfSek1tkABB';'Mlalakuwa (108706-3)';13;3
154;'xpRDyiLmlRW';'Mlalakuwa JKT (105229-9)';13;3
155;'bKiStpqNn6b';'Mpiji Magohe (105370-1)';13;3
156;'BrqtOK6xFBM';'Mpiji Mbweni (105371-9)';13;3
157;'eetOFT6NIDw';'Msakuzi (109431-7)';13;3
158;'avoHgFEi9hm';'Msewe (105453-5)';13;3
159;'dUQ5QnJFyeC';'Msumi (105506-0)';13;3
160;'zeiMsNyoO5z';'Mwananyamala (105905-4)';13;3
161;'FgkUNtgY19a';'Mwenge (106002-9)';13;3
162;'bze6yJHz41F';'Mzimuni (106052-4)';13;3
163;'oAEzupemXXU';'Ndumbwi (106279-3)';13;3
164;'kLZ9rqgXSQG';'Oysterbay Police (106945-9)';13;3
165;'Vp1uoFvmUHw';'Salasala (110385-2)';13;3
166;'THOZNFG3wkQ';'Sinza (107495-4)';13;3
167;'aFJ5vK8lhbR';'Tandale (107738-7)';13;3
168;'AiXJoEAG6E3';'Tegeta (107799-9)';13;3
169;'lz09xAXO9a0';'Ubungo JWTZ (107996-1)';13;3
170;'fH7xapivAn4';'UN (108103-3)';13;3
171;'QfrLnJ30wSY';'Ununio (108108-2)';13;3
172;'XCbixxEhUUJ';'Urafiki (108145-4)';13;3
173;'CayVdsy88Oj';'Water Resources Institute (108324-5)';13;3
174;'Yto7zRrBH1N';'Wazo (108354-2)';13;3
175;'lKxxQLBK6YQ';'Bandari (100305-2)';14;3
176;'VdABBcWJjr4';'Buyuni (100632-9)';14;3
177;'UyPrLjWZWgN';'Buza (100634-5)';14;3
178;'lIOx4X3XSRa';'Chamazi (100714-5)';14;3
179;'h4k8YhQenLP';'Chang''ombe (110518-8)';14;3
180;'WlLETDzB2hb';'Chekeni mwasonga (100758-2)';14;3
181;'QyWnknyPd1H';'Gezaulole (101206-1)';14;3
182;'hIDT7aorq1y';'Gomvu (101242-6)';14;3
183;'WVQOFxtjgsG';'Keko Mwanga (102531-1)';14;3
184;'oxWC48b8RlO';'Keko Prison (102532-9)';14;3
185;'NIGUJMYlq8H';'Kibada (102567-5)';14;3
186;'iDRmEbdzYMv';'Kibugumo (102623-6)';14;3
187;'YxELPtuoNA8';'Kichemchem (102646-7)';14;3
188;'Efg5WK91NJU';'Kigamboni (102693-9)';14;3
189;'tP1hjiswVRo';'Kijichi (102758-0)';14;3
190;'k0G2LfefMEk';'Kilakala (102808-3)';14;3
191;'qN8tKscHD0n';'Kimbiji (102905-7)';14;3
192;'IGPCX2KLDz6';'Kingugi (102954-5)';14;3
193;'zj5QPWKoR04';'Kingugi (110816-6)';14;3
194;'ZxyGptAj0pw';'Kisarawe II (103080-8)';14;3
195;'Of6yacIrOfS';'Maji matitu (104059-1)';14;3
196;'Lso3fhEOupr';'Makangarawe (104082-3)';14;3
197;'dXbaLWDjMmx';'Mbagala Kizuiani (110277-1)';14;3
198;'ppjvEW5aK3K';'Mbagala Kuu (110815-8)';14;3
199;'E5V150focYo';'Mbagala Rangi Tatu (104547-5)';14;3
200;'oTf3zgT6V41';'Mbagala Round Table (110276-3)';14;3
201;'tZkNqOSVJ2N';'Mbande (104565-7)';14;3
202;'xoC187TZeZs';'Mbutu (104664-8)';14;3
203;'zPbV3ZoxOrt';'Mgulani JKT (104791-9)';14;3
204;'KDIiUq6MUSM';'Mgulani TPDF (104792-7)';14;3
205;'l3fMLrD1JVC';'Mikwambe (104921-2)';14;3
206;'YdYXOoAHdWd';'Mjimwema (105029-3)';14;3
207;'zr9aYUTSntE';'Mkamba (105046-7)';14;3
208;'dXHuzM2YSgl';'Mtoni (110283-9)';14;3
209;'M6qyxvkElHh';'Mtoni Kijichi Police (110696-2)';14;3
210;'D8QijmLsjD6';'Mwongozo (106036-7)';14;3
211;'uKY2EIlMpJ2';'Mzinga (106053-2)';14;3
212;'nQfhP0zb9jT';'Navy Kigamboni (106221-5)';14;3
213;'a1ptG0ePIY0';'Nunge (110527-9)';14;3
214;'W4EtCsoFU3g';'Pembamnazi (110731-7)';14;3
215;'eW2bDupKbdg';'Sandali (110280-5)';14;3
216;'slrZH2sL50f';'Sigara Yombo Vituka (107459-0)';14;3
217;'DrNH1iH9WDE';'Tambukareli (110560-0)';14;3
218;'A2GdSWZUiiM';'Tazara Station (107793-2)';14;3
219;'jkatB1PI7KX';'TCC (107794-0)';14;3
220;'BLJ6tQlM7MY';'Temeke (107806-2)';14;3
221;'s3ltgz00TzT';'The Mwalimu Nyerere Memorial Academy (110697-0)';14;3
222;'NZLjUcfJkIy';'Toangoma (107855-9)';14;3
223;'UAZVzYrzGQD';'Tundwi Songani (107948-2)';14;3
224;'CdKKQUg8G13';'Uwanja wa Taifa (110695-4)';14;3
225;'sowpqNYWnjA';'Vijibweni (108256-9)';14;3
226;'fQU3jyeQdFw';'Yale Yale Puna (110689-7)';14;3
227;'JFB3W17cu4h';'Yombo Vituka (108392-2)';14;3
228;'GPR6Kojhlrl';'Bugando (100437-3)';15;3
229;'WOreJnpt98Q';'Bugelenga (100449-8)';15;3
230;'PfMoC8pCSwx';'Bukombe (100510-7)';15;3
231;'zZyGa74ftLE';'Bukombe (100511-5)';15;3
232;'jfdblqA7N6t';'Bulega (100531-3)';15;3
233;'FNJ6AilH26U';'Ikuzi (101696-3)';15;3
234;'HDkJLEP35DG';'Iyogelo (102042-9)';15;3
235;'DtYX6cVz0ys';'Miyenze (109727-8)';15;3
236;'TI8YVLMGxoP';'Msasani (105442-8)';15;3
237;'TTBARb4IY4s';'Msonga (109866-4)';15;3
238;'cNqpW7R5S51';'Namonge (106149-8)';15;3
239;'yBmVyvv1iax';'Nasihukulu (109306-1)';15;3
240;'lZ4yTNGCAJY';'Ushirombo (108177-7)';15;3
241;'NL9rRnQDl9w';'Uyovu (108233-8)';15;3
242;'e6qtqN9JAx4';'Busaka (100580-0)';16;3
243;'CpZ2VJULt6G';'Buseresere (109820-1)';16;3
244;'h1bXSUXDQw1';'Butarama (109819-3)';16;3
245;'BFCSb2CfEFK';'Butengorumasa (109747-6)';16;3
246;'zoEzdaJ0xNO';'Buziku (100638-6)';16;3
247;'sznaEz4eXWO';'Buzirayombo (100640-2)';16;3
248;'l7lzaYMXhMP';'Bwanga (100650-1)';16;3
249;'DN0KloW15wL';'Chato (100751-7)';16;3
250;'vDzhybyusIT';'Ichwankima (101466-1)';16;3
251;'VoVqvLeQ4W3';'Ihanga (101607-0)';16;3
252;'l6Vtsvf0Pgi';'ILemela (101734-2)';16;3
253;'F7pS3dXi1LK';'Ilyamchele (109718-7)';16;3
254;'f0d6ApKQFia';'Kachwamba (102150-0)';16;3
255;'vAFkbjEad8x';'Kasala (102393-6)';16;3
256;'eYPZS5xKY6f';'Kasenga (102417-3)';16;3
257;'IGduwj8UTw4';'Katende (102470-2)';16;3
258;'BDVbHIzSN9H';'Katete (102475-1)';16;3
259;'iarTtB55yr5';'Kibehe (102592-3)';16;3
260;'THxCtcSLSLv';'Kibumba (102626-9)';16;3
261;'ywgeDC2Im2i';'Kigongo (102721-8)';16;3
262;'gpjnC7dwTOw';'Makurugusi (104145-8)';16;3
263;'UKjOuALFJrj';'Mkungo (105138-2)';16;3
264;'lkjb9zVIPnw';'Nyabilezi (106632-3)';16;3
265;'GtRSIJdEqSo';'Nyambiti (106709-9)';16;3
266;'LpZivNah8ob';'Nyamirembe (106733-9)';16;3
267;'VZPAc7HawOf';'Nyantimba (106790-9)';16;3
268;'nQIzI8ViDnD';'Bugulula (100461-3)';17;3
269;'toEAUwskVZI';'Bukoli (100509-9)';17;3
270;'p6ozpHXA7Xf';'Bukondo (100513-1)';17;3
271;'LeCDlDGb4HW';'Bulela (100533-9)';17;3
272;'mpgNcZjQ6YG';'Bunegezi (100569-3)';17;3
273;'gKGXEOK6d8K';'Bung''wangoko (100576-8)';17;3
274;'YVPoCt9DSxW';'Busanda (100585-9)';17;3
275;'nHqQEdvKiJN';'Butwa (100626-1)';17;3
276;'HmeYSixic8M';'Buyagu (100627-9)';17;3
277;'sQSAnsZTRza';'Buziba (100637-8)';17;3
278;'ox7TqFAysei';'Chibingo (100776-4)';17;3
279;'s72yIFyPQA2';'Chigunga (100791-3)';17;3
280;'ZVxIYDLdolO';'Chikobe (100798-8)';17;3
281;'v4037JPZOhe';'Fulwe (101158-4)';17;3
282;'DZOeWqbmiqX';'Geita (101192-3)';17;3
283;'a7PjFwrboES';'Ibondo (101446-3)';17;3
284;'zd0CKU4re5z';'Igate (109341-8)';17;3
285;'Eb865YoFQWS';'Inyala (109782-3)';17;3
286;'oN6zmcq6T53';'Isima (101913-2)';17;3
287;'xDlhAy2KLiK';'Izumacheli (102057-7)';17;3
288;'PrdUzIKsUNX';'Kagu (102174-0)';17;3
289;'rZAC3wENWZO';'Kakubilo (102213-6)';17;3
290;'DEiEc46cXNm';'Kasamwa RHC (102394-4)';17;3
291;'XRqUIe8Bgfb';'Kasang''wa (102404-1)';17;3
292;'e5ZEB1oEmMI';'Kaseme (102415-7)';17;3
293;'ZcW2XiASlDN';'Kashishi (102433-0)';17;3
294;'IDQeT9LwLvK';'Kasota (109270-9)';17;3
295;'mlBirc4mUMd';'Katoma (102482-7)';17;3
296;'BA9QUsf7cxE';'Katoro (102484-3)';17;3
297;'WagXeKS2TsY';'Kifufu (102681-4)';17;3
298;'ChWNG1gviz6';'Kishinda (103101-2)';17;3
299;'vlmyYkCewKv';'Lubanga (103609-4)';17;3
300;'STRQ1mQ2Hg3';'Lubondo (103613-6)';17;3
301;'hxB4pfNfYXR';'Lwamgasa (103781-1)';17;3
302;'nISbG1GszJG';'Lwenzera (103788-6)';17;3
303;'rMXzIa1vuwY';'Mharamba (104801-6)';17;3
304;'SVd33uDRABJ';'Msasa (105440-2)';17;3
305;'RC1b3MkGBpM';'Munekezi (105686-0)';17;3
306;'e2qj36x7xJL';'Mwamitilwa (105886-6)';17;3
307;'sxHEKw8lRJZ';'Ndelema (106245-4)';17;3
308;'fwhWu3VU3k4';'Nkome (106534-1)';17;3
309;'da5ID8Vj5q9';'Nyakaduha (106653-9)';17;3
310;'a2YI36iNbRv';'Nyakagwe (106655-4)';17;3
311;'BaDu82uoh05';'Nyalwanzaja (106683-6)';17;3
312;'NYSip8AwV2H';'Nyamalimbe (106697-6)';17;3
313;'mt740ohgYzz';'Nyamilyango (109667-6)';17;3
314;'pKHcOLqBI6w';'Nyamwilimilwa (106753-7)';17;3
315;'P1dnJ5q56XV';'Nyamwilolelwa (106755-2)';17;3
316;'eASTKULAl1C';'Nyankumbu (106785-9)';17;3
317;'YCkRghusoAw';'Nyarugusu (106806-3)';17;3
318;'ukKBGen3Cec';'Nzera (106871-7)';17;3
319;'FtJqTX23mro';'Senga (107366-7)';17;3
320;'anukACiIBD2';'Budoda (100432-4)';18;3
321;'AU5pZTUDq6K';'Bukadwe (100494-4)';18;3
322;'LfZq4O7yQRQ';'Bulugala (100545-3)';18;3
323;'TCzXzQF3REW';'Bunyihuna (100579-2)';18;3
324;'Fbrojg9lRhk';'Bwelwa (100655-0)';18;3
325;'ugktbiz7Jdh';'Iboya (101450-5)';18;3
326;'M9JeZUYUi7I';'Ikobe (109714-6)';18;3
327;'PYDlpuRyWsr';'Ikunguigazi (101686-4)';18;3
328;'w4j2SxHPpd2';'Ilangale (109139-6)';18;3
329;'aBgsy4JMSTd';'Ilolangulu (101751-6)';18;3
330;'bbxDAZhn0wT';'Iponya (101836-5)';18;3
331;'CStml80hjj4';'Kabanga (102131-0)';18;3
332;'gQo82mXVzgH';'Kagera (109760-9)';18;3
333;'yEZ10ufsrE6';'Kanegele (102312-6)';18;3
334;'Kd8rk9vzPjV';'Lugunga (103655-7)';18;3
335;'jK2Z8lMfHQK';'Lulembela (103703-5)';18;3
336;'QxSLxFjGymL';'Masumbwe (104429-6)';18;3
337;'cbrIj47ztoV';'Mbola (104625-9)';18;3
338;'Y4Zsu2gGpui';'Mlange (105193-7)';18;3
339;'Uj8nB3YkmZG';'Mpakali (105327-1)';18;3
340;'vNEwxwgoLdg';'Nambumbi (106128-2)';18;3
341;'llRckAepnU3';'Nanda (106163-9)';18;3
342;'td68mRZizCV';'Ngemo (106371-8)';18;3
343;'sLVTNwPj7j6';'Nhomolwa (106469-0)';18;3
344;'AScwthvU6tp';'Nhungwiza (106470-8)';18;3
345;'Yvgm2RrR4JA';'Nyakafuru (106654-7)';18;3
346;'PZOIfyVtYAk';'Nyang''holongo (106768-5)';18;3
347;'fSRDHUcnCYI';'Nyang''wale (106776-8)';18;3
348;'GFtVEDeq1nu';'Nyanhwiga (106779-2)';18;3
349;'XdoACIw5oEx';'Nyanshimba (106787-5)';18;3
350;'esVHe4YL3Dj';'Nyasato (106820-4)';18;3
351;'qVxjSgkAzMa';'Ushirika (108175-1)';18;3
352;'pUl44N4VIdr';'Bukwimba (100524-8)';19;3
353;'AkAuOJBZFjP';'Busolwa (100607-1)';19;3
354;'AwuT1GTOkmT';'Iyenze (109388-9)';19;3
355;'MmDu4ASkkJp';'Kafita (102154-2)';19;3
356;'owOmTjH2lYT';'Kakola (102209-4)';19;3
357;'WMwu3BhlzSo';'Kayenze (102515-4)';19;3
358;'pbRXWEgS1p8';'Kharumwa (102551-9)';19;3
359;'R8Pwvua23uL';'Kitongo (103189-7)';19;3
360;'H8CQNC75lHi';'Lyulu (103804-1)';19;3
361;'cLBuTV5fDLN';'Mwingiro (106023-5)';19;3
362;'nQdIG6x9WXC';'Nyalubele (109618-9)';19;3
363;'WMyeyWb8Ajh';'Nyamikonze (109389-7)';19;3
364;'lNlu5pFW6tz';'Nyang''hwale (106770-1)';19;3
365;'q1WSCCMgSRR';'Nyangalamila (106763-6)';19;3
366;'QdYYGKB2cd1';'Nyijundu (106852-7)';19;3
367;'FILwIK6fScX';'Nyugwa (106860-0)';19;3
368;'z09VcKN4g7h';'Shabaka (107386-5)';19;3
369;'V0rT4uF4wJA';'Bitaraguru (109615-5)';20;3
370;'caGonnhq66f';'BOMA (100393-8)';20;3
371;'KmLs0fyBIoK';'Bukore (109684-1)';20;3
372;'Lfuzwf9Eq0F';'Bulamba (100526-3)';20;3
373;'CvFio02EtsH';'Bunda (100565-1)';20;3
374;'XiitivAUm1d';'Bunda Magereza (109824-3)';20;3
375;'HvKwxqLKIoq';'Busambara (100583-4)';20;3
376;'fQUiPlQiIez';'Changuge (109377-2)';20;3
377;'DiZBnlQhJQQ';'Guta (101277-2)';20;3
378;'jSGNfbncajp';'Hunyari (101404-2)';20;3
379;'snGTapVH0Hj';'Igundu (101587-4)';20;3
380;'O05z4ezdvTc';'Ikizu (101652-6)';20;3
381;'zYVHiJSv2jf';'Iramba (101847-2)';20;3
382;'U1C6sjA3Mlw';'Kabainja (109685-8)';20;3
383;'l3fk4u8hkhy';'Kabasa (102137-7)';20;3
384;'kcGfMQe7EOx';'Kangetutya (102325-8)';20;3
385;'N3dWqailzF0';'Karukekere (102387-8)';20;3
386;'if9jEeq1Y6Q';'Kasahunga (102391-0)';20;3
387;'hcs5LPw6mDH';'Kasuguti (102450-4)';20;3
388;'wU1Q2cc12EC';'Kihumbu (109748-4)';20;3
389;'q5ZeQCmFbFi';'Kiloleri (109756-7)';20;3
390;'OyYecj9divm';'Kinyambwiga (109343-4)';20;3
391;'Uwoy1s81aiF';'Kisorya (103134-3)';20;3
392;'yubgXeA7tk7';'Kunzugu (103340-6)';20;3
393;'iG52A1JWyvB';'Kurusanga (103344-8)';20;3
394;'bQdXwM3f5MU';'Manchimweru (104217-5)';20;3
395;'NqLktbW2KoN';'Manyamanyama (104277-9)';20;3
396;'XKXh16wh600';'Marambeka (104311-6)';20;3
397;'BhgxujKDjwn';'Mariwanda (104350-4)';20;3
398;'aREgFrB77up';'Mcharo (104688-7)';20;3
399;'X50ClBttAsN';'Mekomariro (104724-0)';20;3
400;'oDWNAAep7H6';'Mihale (104886-7)';20;3
401;'OMA4y80t9Lw';'Mihingo (104891-7)';20;3
402;'D22AeFzjH9a';'Mkono Huruma (105109-3)';20;3
403;'Ua1pqfcN2Ul';'Mugeta (105629-0)';20;3
404;'GQb8WwAWdJ7';'Mwiruruma (106025-0)';20;3
405;'mo4KcXaQgr6';'Mwitende (109338-4)';20;3
406;'BmZdCNtXC4x';'Nafuba (106067-2)';20;3
407;'kCQ6Q28ahgJ';'Namalama (109689-0)';20;3
408;'ED1BtrLwFE9';'Namuhula (106156-3)';20;3
409;'pgfqVFbEFqs';'Nansimo (106190-2)';20;3
410;'RMLmxlb1u2g';'Neruma (109623-9)';20;3
411;'yD5lIxodpbH';'Nyaburundu (106641-4)';20;3
412;'xCcpIBfXDZE';'Nyamatoke (106704-0)';20;3
413;'C7TLkJdR8LF';'Nyangere (106767-7)';20;3
414;'ymn3g0srIZr';'Nyatwali (109422-6)';20;3
415;'OvQugW5tqOl';'Salama A (107245-3)';20;3
416;'UtQjA0SjISk';'Salama Kati (107246-1)';20;3
417;'v9Re6v0BDCU';'Sarawe (107302-2)';20;3
418;'OZQvcHuKdvO';'Sazira (107321-2)';20;3
419;'MUR7JinEMuK';'Sunsi (107678-5)';20;3
420;'v26MrDMK1Zb';'Tamau (107723-9)';20;3
421;'ueFhaoklf7d';'Baranga (100325-0)';21;3
422;'zqC0VlEZz3t';'Bisumwa (100375-5)';21;3
423;'Py7l8bIvzxo';'Buhemba (100473-8)';21;3
424;'C3Jrzz5sCzT';'Bumangi govt (100552-9)';21;3
425;'Rk9kacigtm9';'Buruma (100015-7)';21;3
426;'lGpc0H9SVrW';'Busegwe (100591-7)';21;3
427;'wGjBq4E6YUa';'Butiama (100619-6)';21;3
428;'C21E5N2TMo9';'Butuguri (100624-6)';21;3
429;'OPrgPqeOiHe';'Isaba (109419-2)';21;3
430;'a8zLUlgJLl9';'Kamgendi (102290-4)';21;3
431;'iaCic0hs44Q';'Kamugegi (102297-9)';21;3
432;'z5vDmTgzwxY';'Kiabakari JWTZ (102559-2)';21;3
433;'SG4b51Kr4Bv';'Kiabakari Magereza (102560-0)';21;3
434;'MOLq0ouf2GQ';'Kiagata (102562-6)';21;3
435;'XIRylBOD3xb';'Kirumi (109399-6)';21;3
436;'dYh6AV3vtZj';'Kizaru (103242-4)';21;3
437;'upuC98Ql0f6';'Kyamajoje (109395-4)';21;3
438;'OUCH7VaDexU';'Kyawazarwe (103427-1)';21;3
439;'NzYamf3c43P';'Magana (103904-9)';21;3
440;'v6XT98crNxl';'Masurura (104430-4)';21;3
441;'EVmlh2wtRCt';'Matongo (109612-2)';21;3
